run_id,status,trajectory,repetition,control_mode,target_path_length_m,target_curvature_per_m,target_linear_speed_mps,target_left_speed_mps,target_right_speed_mps,normalized_left,normalized_right,command_start_utc,command_stop_utc,elapsed_command_s,odom_path_at_stop_m,odom_stop_overshoot_m,odom_final_path_m,odom_final_x_m,odom_final_y_m,odom_final_yaw_rad,sample_file
STRAIGHT_R01,completed,straight,1,feedforward,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.099245466,0.099691348,2026-08-07T01:17:28.576138+00:00,2026-08-07T01:17:35.637307+00:00,7.057415968,1.510657267,0.010657267,1.553741967,1.552011297,-0.066451346,-0.071807832,samples/STRAIGHT_R01.csv
