run_id,status,trajectory,repetition,control_mode,target_path_length_m,target_curvature_per_m,target_linear_speed_mps,target_left_speed_mps,target_right_speed_mps,normalized_left,normalized_right,command_start_utc,command_stop_utc,elapsed_command_s,odom_path_at_stop_m,odom_stop_overshoot_m,odom_final_path_m,odom_final_x_m,odom_final_y_m,odom_final_yaw_rad,sample_file
STRAIGHT_R01,completed,straight,1,feedforward,1.440000000,0.000000000,0.250000000,0.250000000,0.250000000,0.099245466,0.099691348,2026-08-09T00:01:10.881681+00:00,2026-08-09T00:01:17.800220+00:00,6.916098471,1.446030219,0.006030219,1.481036537,1.473644657,-0.000423446,0.047871888,samples/STRAIGHT_R01.csv
