timestamp_utc,run_id,trajectory,repetition,phase,elapsed_run_s,elapsed_phase_s,target_path_length_m,target_curvature_per_m,target_linear_speed_mps,target_left_speed_mps,target_right_speed_mps,normalized_left,normalized_right,dac_left,dac_right,delta_ticks_left,delta_ticks_right,dt_ms,left_distance_m,right_distance_m,left_speed_mps,right_speed_mps,body_linear_speed_mps,body_angular_speed_rps,odom_x_m,odom_y_m,odom_yaw_rad,odom_path_length_m,desired_x_m,desired_y_m,desired_yaw_rad
2026-08-07T01:19:36.120173+00:00,STRAIGHT_R01,straight,1,pre_stop,0.115086751,0.111625234,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.123140+00:00,STRAIGHT_R01,straight,1,pre_stop,0.115086751,0.111625234,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.132061+00:00,STRAIGHT_R01,straight,1,pre_stop,0.128747192,0.125285675,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.182949+00:00,STRAIGHT_R01,straight,1,pre_stop,0.179796029,0.176334512,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.235404+00:00,STRAIGHT_R01,straight,1,pre_stop,0.232126399,0.228664882,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.282201+00:00,STRAIGHT_R01,straight,1,pre_stop,0.278883185,0.275421668,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.334732+00:00,STRAIGHT_R01,straight,1,pre_stop,0.331964245,0.328502728,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.385131+00:00,STRAIGHT_R01,straight,1,pre_stop,0.381463369,0.378001852,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.431559+00:00,STRAIGHT_R01,straight,1,pre_stop,0.425991106,0.422529589,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.483351+00:00,STRAIGHT_R01,straight,1,pre_stop,0.477616100,0.474154583,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.533375+00:00,STRAIGHT_R01,straight,1,pre_stop,0.529723497,0.526261980,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.581971+00:00,STRAIGHT_R01,straight,1,pre_stop,0.578652090,0.575190573,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.633611+00:00,STRAIGHT_R01,straight,1,pre_stop,0.629951610,0.626490093,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.685758+00:00,STRAIGHT_R01,straight,1,pre_stop,0.682112446,0.678650929,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.733701+00:00,STRAIGHT_R01,straight,1,pre_stop,0.730396445,0.726934928,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.785687+00:00,STRAIGHT_R01,straight,1,pre_stop,0.782022740,0.778561223,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.837012+00:00,STRAIGHT_R01,straight,1,pre_stop,0.833284707,0.829823190,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.883187+00:00,STRAIGHT_R01,straight,1,pre_stop,0.880031023,0.876569506,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.935378+00:00,STRAIGHT_R01,straight,1,pre_stop,0.932084878,0.928623361,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:36.981957+00:00,STRAIGHT_R01,straight,1,pre_stop,0.978610306,0.975148789,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.033542+00:00,STRAIGHT_R01,straight,1,pre_stop,1.030062953,1.026601436,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.085957+00:00,STRAIGHT_R01,straight,1,pre_stop,1.082705933,1.079244416,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.131715+00:00,STRAIGHT_R01,straight,1,pre_stop,1.128558954,1.125097437,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.186557+00:00,STRAIGHT_R01,straight,1,pre_stop,1.181871633,1.178410116,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.233073+00:00,STRAIGHT_R01,straight,1,pre_stop,1.229257336,1.225795819,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
2026-08-07T01:19:37.285647+00:00,STRAIGHT_R01,straight,1,pre_stop,1.282003027,1.278541510,1.500000000,0.000000000,0.250000000,0.250000000,0.250000000,0.000000000,0.000000000,0,0,0,0,50,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
