t_ms,spL,vL,uL,dacL,spR,vR,uR,dacR
3903185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3903985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3904985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3905985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3906985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3907985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3908985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3909985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3910985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3911985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3912985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3913985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3914985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3915985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3916985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917865,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917905,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917945,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3917985,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918025,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918065,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918105,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918145,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918185,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918225,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918265,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918305,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918345,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918385,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918425,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918465,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918505,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918545,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918585,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918625,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918665,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918705,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918745,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918785,0.000,0.000,0.0,0,0.000,0.000,0.0,0
3918825,0.000,0.000,0.0,0,0.000,0.000,0.0,0
