t_ms,dt_us,min_us,max_us,mean_us,deadline_misses,cycles,stack_free_bytes
4212325,20000,19897,20008,20000.0,0,210600,3344
4213325,20000,19897,20008,20000.0,0,210650,3344
4214325,20000,19897,20008,20000.0,0,210700,3344
4215325,20000,19897,20008,20000.0,0,210750,3344
4216325,20000,19897,20008,20000.0,0,210800,3344
4217325,20000,19897,20008,20000.0,0,210850,3344
4218325,20000,19897,20008,20000.0,0,210900,3344
4219325,20000,19897,20008,20000.0,0,210950,3344
4220325,20000,19897,20008,20000.0,0,211000,3344
4221325,20000,19897,20008,20000.0,0,211050,3344
4222325,20000,19897,20008,20000.0,0,211100,3344
4223325,20000,19897,20008,20000.0,0,211150,3344
4224325,20000,19897,20008,20000.0,0,211200,3344
4225325,20000,19897,20008,20000.0,0,211250,3344
4226325,20000,19897,20008,20000.0,0,211300,3344
4227325,20000,19897,20008,20000.0,0,211350,3344
4228325,20000,19897,20008,20000.0,0,211400,3344
4229325,20000,19897,20008,20000.0,0,211450,3344
4230325,20000,19897,20008,20000.0,0,211500,3344
4231325,20000,19897,20008,20000.0,0,211550,3344
4232325,20000,19897,20008,20000.0,0,211600,3344
4233325,20000,19897,20008,20000.0,0,211650,3344
4234325,20000,19897,20008,20000.0,0,211700,3344
4235325,20000,19897,20008,20000.0,0,211750,3344
4236325,20000,19897,20008,20000.0,0,211800,3344
4237325,20000,19897,20008,20000.0,0,211850,3344
4238325,20000,19897,20008,20000.0,0,211900,3344
4239325,20000,19897,20008,20000.0,0,211950,3344
4240325,20000,19897,20008,20000.0,0,212000,3344
4241325,20000,19897,20008,20000.0,0,212050,3344
4242325,20000,19897,20008,20000.0,0,212100,3344
4243325,20000,19897,20008,20000.0,0,212150,3344
4244325,20000,19897,20008,20000.0,0,212200,3344
4245325,20000,19897,20008,20000.0,0,212250,3344
4246325,20000,19897,20008,20000.0,0,212300,3344
4247325,20000,19897,20008,20000.0,0,212350,3344
4248325,20000,19897,20008,20000.0,0,212400,3344
4249325,20000,19897,20008,20000.0,0,212450,3344
4250325,20000,19897,20008,20000.0,0,212500,3344
4251325,20000,19897,20008,20000.0,0,212550,3344
4252325,20000,19897,20008,20000.0,0,212600,3344
4253325,20000,19897,20008,20000.0,0,212650,3344
4254325,20000,19897,20008,20000.0,0,212700,3344
4255325,20000,19897,20008,20000.0,0,212750,3344
4256325,20000,19897,20008,20000.0,0,212800,3344
4257325,20000,19897,20008,20000.0,0,212850,3344
4258325,20000,19897,20008,20000.0,0,212900,3344
4259325,20000,19897,20008,20000.0,0,212950,3344
4260325,20000,19897,20008,20000.0,0,213000,3344
4261325,20000,19897,20008,20000.0,0,213050,3344
4262325,20000,19897,20008,20000.0,0,213100,3344
4263325,20000,19897,20008,20000.0,0,213150,3344
4264325,20000,19897,20008,20000.0,0,213200,3344
4265325,20000,19897,20008,20000.0,0,213250,3344
4266325,20000,19897,20008,20000.0,0,213300,3344
4267325,20000,19897,20008,20000.0,0,213350,3344
4268325,20000,19897,20008,20000.0,0,213400,3344
4269325,20000,19897,20008,20000.0,0,213450,3344
4270325,20000,19897,20008,20000.0,0,213500,3344
4271325,20000,19897,20008,20000.0,0,213550,3344
4272325,20000,19897,20008,20000.0,0,213600,3344
4273325,20000,19897,20008,20000.0,0,213650,3344
4274325,20000,19897,20008,20000.0,0,213700,3344
4275325,20000,19897,20008,20000.0,0,213750,3344
4276325,20000,19897,20008,20000.0,0,213800,3344
4277325,20000,19897,20008,20000.0,0,213850,3344
4278325,20000,19897,20008,20000.0,0,213900,3344
